Product_ID,Product_Category,Full_Date,Day_Name,Daily_Sales,Avg_Daily_Sales,Sales_Multiple,Anomaly_Flag
P00000142,Home & Kitchen,2020-02-27,Thursday,166.80,71.66,2.33,HIGH SPIKE
P00000142,Home & Kitchen,2017-04-24,Monday,166.80,71.66,2.33,HIGH SPIKE
P00000142,Home & Kitchen,2017-10-14,Saturday,166.80,71.66,2.33,HIGH SPIKE
P00000142,Home & Kitchen,2019-08-08,Thursday,166.80,71.66,2.33,HIGH SPIKE
P00000142,Home & Kitchen,2015-03-07,Saturday,166.80,71.66,2.33,HIGH SPIKE
P00000142,Home & Kitchen,2019-07-03,Wednesday,166.80,71.66,2.33,HIGH SPIKE
P00000142,Home & Kitchen,2020-10-17,Saturday,166.80,71.66,2.33,HIGH SPIKE
P00000142,Home & Kitchen,2015-03-21,Saturday,166.80,71.66,2.33,HIGH SPIKE
P00000142,Home & Kitchen,2020-10-11,Sunday,166.80,71.66,2.33,HIGH SPIKE
P00000242,Electronics,2015-05-20,Wednesday,343.36,95.10,3.61,HIGH SPIKE
P00000242,Electronics,2017-10-13,Friday,257.52,95.10,2.71,HIGH SPIKE
P00000242,Electronics,2020-10-14,Wednesday,257.52,95.10,2.71,HIGH SPIKE
P00000242,Electronics,2017-08-13,Sunday,214.60,95.10,2.26,HIGH SPIKE
P00000242,Electronics,2015-12-16,Wednesday,214.60,95.10,2.26,HIGH SPIKE
P00000242,Electronics,2015-09-07,Monday,214.60,95.10,2.26,HIGH SPIKE
P00000242,Electronics,2016-04-28,Thursday,214.60,95.10,2.26,HIGH SPIKE
P00000242,Electronics,2020-12-04,Friday,214.60,95.10,2.26,HIGH SPIKE
P00000242,Electronics,2017-01-29,Sunday,214.60,95.10,2.26,HIGH SPIKE
P00000242,Electronics,2020-04-03,Friday,214.60,95.10,2.26,HIGH SPIKE
P00000342,Health & Beauty,2020-05-28,Thursday,516.95,160.54,3.22,HIGH SPIKE
P00000342,Health & Beauty,2015-06-05,Friday,443.10,160.54,2.76,HIGH SPIKE
P00000342,Health & Beauty,2015-08-07,Friday,443.10,160.54,2.76,HIGH SPIKE
P00000342,Health & Beauty,2015-10-20,Tuesday,369.25,160.54,2.30,HIGH SPIKE
P00000342,Health & Beauty,2016-12-01,Thursday,369.25,160.54,2.30,HIGH SPIKE
P00000642,Grocery,2018-12-08,Saturday,196.92,73.09,2.69,HIGH SPIKE
P00000642,Grocery,2019-01-26,Saturday,196.92,73.09,2.69,HIGH SPIKE
P00000642,Grocery,2019-06-27,Thursday,196.92,73.09,2.69,HIGH SPIKE
P00000642,Grocery,2019-10-21,Monday,196.92,73.09,2.69,HIGH SPIKE
P00000642,Grocery,2015-09-06,Sunday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2016-08-22,Monday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2015-01-27,Tuesday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2015-11-28,Saturday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2015-12-22,Tuesday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2016-01-18,Monday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2016-04-21,Thursday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2016-08-14,Sunday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2018-06-07,Thursday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2019-12-23,Monday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2016-11-15,Tuesday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2018-04-03,Tuesday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2019-05-10,Friday,164.10,73.09,2.25,HIGH SPIKE
P00000642,Grocery,2019-05-26,Sunday,164.10,73.09,2.25,HIGH SPIKE
P00000742,Health & Beauty,2015-03-20,Friday,154.30,66.49,2.32,HIGH SPIKE
P00000742,Health & Beauty,2016-09-29,Thursday,154.30,66.49,2.32,HIGH SPIKE
P00000942,Grocery,2017-01-05,Thursday,205.45,86.75,2.37,HIGH SPIKE
P00001042,Grocery,2019-04-17,Wednesday,241.92,89.18,2.71,HIGH SPIKE
P00001042,Grocery,2020-05-31,Sunday,241.92,89.18,2.71,HIGH SPIKE
P00001042,Grocery,2020-02-18,Tuesday,241.92,89.18,2.71,HIGH SPIKE
P00001042,Grocery,2015-08-10,Monday,201.60,89.18,2.26,HIGH SPIKE
P00001042,Grocery,2016-04-26,Tuesday,201.60,89.18,2.26,HIGH SPIKE
P00001042,Grocery,2020-04-03,Friday,201.60,89.18,2.26,HIGH SPIKE
P00001042,Grocery,2016-01-27,Wednesday,201.60,89.18,2.26,HIGH SPIKE
P00001042,Grocery,2018-01-07,Sunday,201.60,89.18,2.26,HIGH SPIKE
P00001042,Grocery,2018-01-13,Saturday,201.60,89.18,2.26,HIGH SPIKE
P00001042,Grocery,2019-09-24,Tuesday,201.60,89.18,2.26,HIGH SPIKE
P00001042,Grocery,2016-08-07,Sunday,201.60,89.18,2.26,HIGH SPIKE
P00001042,Grocery,2016-09-16,Friday,201.60,89.18,2.26,HIGH SPIKE
P00001042,Grocery,2016-11-11,Friday,201.60,89.18,2.26,HIGH SPIKE
P00001042,Grocery,2017-02-14,Tuesday,201.60,89.18,2.26,HIGH SPIKE
P00001142,Health & Beauty,2016-11-12,Saturday,67.14,24.83,2.70,HIGH SPIKE
P00001142,Health & Beauty,2019-03-27,Wednesday,67.14,24.83,2.70,HIGH SPIKE
P00001142,Health & Beauty,2016-12-13,Tuesday,67.14,24.83,2.70,HIGH SPIKE
P00001142,Health & Beauty,2016-11-03,Thursday,67.14,24.83,2.70,HIGH SPIKE
P00001142,Health & Beauty,2018-01-09,Tuesday,67.14,24.83,2.70,HIGH SPIKE
P00001142,Health & Beauty,2016-10-16,Sunday,67.14,24.83,2.70,HIGH SPIKE
P00001142,Health & Beauty,2020-08-22,Saturday,67.14,24.83,2.70,HIGH SPIKE
P00001142,Health & Beauty,2016-09-24,Saturday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2020-02-13,Thursday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2015-08-15,Saturday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2020-06-21,Sunday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2016-02-12,Friday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2016-07-24,Sunday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2019-09-10,Tuesday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2017-03-15,Wednesday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2019-08-14,Wednesday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2019-05-07,Tuesday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2020-11-04,Wednesday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2017-12-21,Thursday,55.95,24.83,2.25,HIGH SPIKE
P00001142,Health & Beauty,2017-01-22,Sunday,55.95,24.83,2.25,HIGH SPIKE
P00001442,Toys,2018-08-10,Friday,383.05,155.07,2.47,HIGH SPIKE
P00001642,Toys,2017-01-07,Saturday,100.92,36.04,2.80,HIGH SPIKE
P00001642,Toys,2015-07-24,Friday,84.10,36.04,2.33,HIGH SPIKE
P00001642,Toys,2017-04-14,Friday,84.10,36.04,2.33,HIGH SPIKE
P00001642,Toys,2020-08-20,Thursday,84.10,36.04,2.33,HIGH SPIKE
P00001642,Toys,2020-07-30,Thursday,84.10,36.04,2.33,HIGH SPIKE
P00001642,Toys,2019-08-02,Friday,84.10,36.04,2.33,HIGH SPIKE
P00001742,Toys,2015-01-06,Tuesday,431.64,158.00,2.73,HIGH SPIKE
P00001742,Toys,2018-12-26,Wednesday,431.64,158.00,2.73,HIGH SPIKE
P00001742,Toys,2020-08-09,Sunday,431.64,158.00,2.73,HIGH SPIKE
P00001742,Toys,2016-06-08,Wednesday,431.64,158.00,2.73,HIGH SPIKE
P00001742,Toys,2019-09-14,Saturday,431.64,158.00,2.73,HIGH SPIKE
P00001742,Toys,2019-07-28,Sunday,431.64,158.00,2.73,HIGH SPIKE
P00001742,Toys,2018-11-01,Thursday,359.70,158.00,2.28,HIGH SPIKE
P00001742,Toys,2018-02-13,Tuesday,359.70,158.00,2.28,HIGH SPIKE
P00001742,Toys,2016-02-08,Monday,359.70,158.00,2.28,HIGH SPIKE
P00001742,Toys,2017-07-31,Monday,359.70,158.00,2.28,HIGH SPIKE
P00001742,Toys,2018-10-16,Tuesday,359.70,158.00,2.28,HIGH SPIKE
P00001742,Toys,2020-04-05,Sunday,359.70,158.00,2.28,HIGH SPIKE
P00001842,"Arts, Crafts & Sewing",2019-08-29,Thursday,199.40,84.55,2.36,HIGH SPIKE
P00001942,Health & Beauty,2017-03-22,Wednesday,301.02,103.75,2.90,HIGH SPIKE
P00001942,Health & Beauty,2015-12-02,Wednesday,250.85,103.75,2.42,HIGH SPIKE
P00002042,Grocery,2019-10-15,Tuesday,339.96,115.84,2.93,HIGH SPIKE
P00002142,Grocery,2015-02-19,Thursday,658.35,175.58,3.75,HIGH SPIKE
P00002142,Grocery,2017-01-19,Thursday,512.05,175.58,2.92,HIGH SPIKE
P00002142,Grocery,2018-10-14,Sunday,512.05,175.58,2.92,HIGH SPIKE
P00002142,Grocery,2017-05-17,Wednesday,512.05,175.58,2.92,HIGH SPIKE
P00002142,Grocery,2020-09-19,Saturday,512.05,175.58,2.92,HIGH SPIKE
P00002142,Grocery,2020-10-27,Tuesday,512.05,175.58,2.92,HIGH SPIKE
P00002142,Grocery,2019-04-22,Monday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2019-04-16,Tuesday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2018-08-01,Wednesday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2020-10-26,Monday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2019-12-30,Monday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2020-06-26,Friday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2019-10-16,Wednesday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2020-05-21,Thursday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2017-02-15,Wednesday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2017-03-15,Wednesday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2017-06-01,Thursday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2015-05-29,Friday,438.90,175.58,2.50,HIGH SPIKE
P00002142,Grocery,2015-03-07,Saturday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2018-05-18,Friday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2016-01-28,Thursday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2018-06-14,Thursday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2016-01-24,Sunday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2016-03-01,Tuesday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2017-01-10,Tuesday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2018-10-08,Monday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2019-09-14,Saturday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2016-02-08,Monday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2020-08-16,Sunday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2016-10-28,Friday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2020-05-13,Wednesday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2016-10-04,Tuesday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2020-04-04,Saturday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2019-10-15,Tuesday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2017-04-05,Wednesday,365.75,175.58,2.08,HIGH SPIKE
P00002142,Grocery,2019-03-25,Monday,365.75,175.58,2.08,HIGH SPIKE
P00002242,Household Essentials,2015-07-25,Saturday,531.30,151.80,3.50,HIGH SPIKE
P00002242,Household Essentials,2020-03-16,Monday,379.50,151.80,2.50,HIGH SPIKE
P00002242,Household Essentials,2019-04-25,Thursday,303.60,151.80,2.00,HIGH SPIKE
P00002442,Toys,2018-08-15,Wednesday,119.64,42.73,2.80,HIGH SPIKE
P00002442,Toys,2017-07-18,Tuesday,119.64,42.73,2.80,HIGH SPIKE
P00002442,Toys,2020-04-15,Wednesday,119.64,42.73,2.80,HIGH SPIKE
P00002442,Toys,2019-12-24,Tuesday,99.70,42.73,2.33,HIGH SPIKE
P00002442,Toys,2019-12-16,Monday,99.70,42.73,2.33,HIGH SPIKE
P00002442,Toys,2015-07-20,Monday,99.70,42.73,2.33,HIGH SPIKE
P00002442,Toys,2015-08-30,Sunday,99.70,42.73,2.33,HIGH SPIKE
P00002442,Toys,2019-09-23,Monday,99.70,42.73,2.33,HIGH SPIKE
P00002442,Toys,2019-10-24,Thursday,99.70,42.73,2.33,HIGH SPIKE
P00002542,Toys,2017-02-12,Sunday,189.66,71.24,2.66,HIGH SPIKE
P00002542,Toys,2019-02-23,Saturday,189.66,71.24,2.66,HIGH SPIKE
P00002542,Toys,2020-12-02,Wednesday,189.66,71.24,2.66,HIGH SPIKE
P00002542,Toys,2019-06-06,Thursday,189.66,71.24,2.66,HIGH SPIKE
P00002542,Toys,2016-04-19,Tuesday,189.66,71.24,2.66,HIGH SPIKE
P00002542,Toys,2020-10-17,Saturday,189.66,71.24,2.66,HIGH SPIKE
P00002542,Toys,2018-01-23,Tuesday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2019-12-21,Saturday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2019-10-13,Sunday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2020-04-08,Wednesday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2015-11-09,Monday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2018-05-03,Thursday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2018-03-11,Sunday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2016-12-07,Wednesday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2018-02-11,Sunday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2018-05-29,Tuesday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2019-06-04,Tuesday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2016-12-31,Saturday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2016-03-04,Friday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2020-07-10,Friday,158.05,71.24,2.22,HIGH SPIKE
P00002542,Toys,2017-05-31,Wednesday,158.05,71.24,2.22,HIGH SPIKE
P00002642,Toys,2016-08-16,Tuesday,463.20,164.52,2.82,HIGH SPIKE
P00002642,Toys,2015-03-04,Wednesday,463.20,164.52,2.82,HIGH SPIKE
P00002842,Appliances,2015-04-30,Thursday,207.50,89.07,2.33,HIGH SPIKE
P00002942,Electronics,2015-04-27,Monday,284.28,101.50,2.80,HIGH SPIKE
P00002942,Electronics,2017-02-24,Friday,284.28,101.50,2.80,HIGH SPIKE
P00002942,Electronics,2018-03-05,Monday,284.28,101.50,2.80,HIGH SPIKE
P00002942,Electronics,2015-06-30,Tuesday,236.90,101.50,2.33,HIGH SPIKE
P00002942,Electronics,2018-03-25,Sunday,236.90,101.50,2.33,HIGH SPIKE
P00002942,Electronics,2020-02-15,Saturday,236.90,101.50,2.33,HIGH SPIKE
P00003242,Toys,2018-01-05,Friday,235.62,64.08,3.68,HIGH SPIKE
P00003242,Toys,2015-07-04,Saturday,183.26,64.08,2.86,HIGH SPIKE
P00003242,Toys,2015-01-13,Tuesday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2017-04-11,Tuesday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2015-09-25,Friday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2017-03-25,Saturday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2016-02-27,Saturday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2016-10-06,Thursday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2016-02-04,Thursday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2017-09-11,Monday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2017-11-16,Thursday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2018-03-15,Thursday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2020-12-05,Saturday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2019-01-24,Thursday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2019-04-21,Sunday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2019-06-26,Wednesday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2018-08-04,Saturday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2018-09-06,Thursday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2020-06-06,Saturday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2019-03-18,Monday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2020-10-03,Saturday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2020-12-26,Saturday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2019-03-27,Wednesday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2020-01-05,Sunday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2018-12-14,Friday,157.08,64.08,2.45,HIGH SPIKE
P00003242,Toys,2020-04-21,Tuesday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2019-11-18,Monday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2018-05-23,Wednesday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2020-04-16,Thursday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2018-10-09,Tuesday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2020-11-23,Monday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2020-10-29,Thursday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2020-02-08,Saturday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2019-08-05,Monday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2018-08-25,Saturday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2019-10-17,Thursday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2017-03-18,Saturday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2015-12-18,Friday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2015-08-04,Tuesday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2016-04-18,Monday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2015-01-20,Tuesday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2015-10-18,Sunday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2016-03-24,Thursday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2016-03-06,Sunday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2015-03-02,Monday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2016-08-04,Thursday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2016-04-22,Friday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2016-03-11,Friday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2015-11-28,Saturday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2017-06-10,Saturday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2017-11-17,Friday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2017-11-18,Saturday,130.90,64.08,2.04,HIGH SPIKE
P00003242,Toys,2018-03-08,Thursday,130.90,64.08,2.04,HIGH SPIKE
P00003442,Clothing,2018-11-30,Friday,172.50,42.83,4.03,HIGH SPIKE
P00003442,Clothing,2016-11-24,Thursday,172.50,42.83,4.03,HIGH SPIKE
P00003442,Clothing,2020-05-25,Monday,172.50,42.83,4.03,HIGH SPIKE
P00003442,Clothing,2016-02-12,Friday,155.25,42.83,3.63,HIGH SPIKE
P00003442,Clothing,2016-10-08,Saturday,138.00,42.83,3.22,HIGH SPIKE
P00003442,Clothing,2015-12-24,Thursday,120.75,42.83,2.82,HIGH SPIKE
P00003442,Clothing,2017-05-25,Thursday,120.75,42.83,2.82,HIGH SPIKE
P00003442,Clothing,2016-11-27,Sunday,120.75,42.83,2.82,HIGH SPIKE
P00003442,Clothing,2017-01-01,Sunday,120.75,42.83,2.82,HIGH SPIKE
P00003442,Clothing,2015-01-05,Monday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2018-05-20,Sunday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2018-07-09,Monday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2016-09-28,Wednesday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2015-12-02,Wednesday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2017-07-18,Tuesday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2015-01-26,Monday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2015-10-19,Monday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2020-11-23,Monday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2018-09-04,Tuesday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2018-07-18,Wednesday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2018-02-13,Tuesday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2016-05-15,Sunday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2020-01-16,Thursday,103.50,42.83,2.42,HIGH SPIKE
P00003442,Clothing,2017-12-22,Friday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2018-12-04,Tuesday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2019-09-15,Sunday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2019-05-06,Monday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2016-08-08,Monday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2019-05-02,Thursday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2019-02-11,Monday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2016-08-22,Monday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2017-03-11,Saturday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2017-08-21,Monday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2015-03-21,Saturday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2016-09-21,Wednesday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2016-09-01,Thursday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2016-01-27,Wednesday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2017-05-14,Sunday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2020-09-26,Saturday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2016-11-04,Friday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2019-12-05,Thursday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2018-03-26,Monday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2015-04-25,Saturday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2019-04-20,Saturday,86.25,42.83,2.01,HIGH SPIKE
P00003442,Clothing,2016-12-12,Monday,86.25,42.83,2.01,HIGH SPIKE
