Product_ID,Product_Category,Season,Year,Total_Sales,Total_Quantity,Total_Transactions,Avg_Transaction_Value
P00000542,Health & Beauty,Winter,2017,281.18,17,9,31.242222
P00000542,Health & Beauty,Spring,2018,215.02,13,6,35.836667
P00000542,Health & Beauty,Summer,2018,82.70,5,4,20.675000
P00000542,Health & Beauty,Fall,2018,181.94,11,6,30.323333
P00000542,Health & Beauty,Winter,2018,215.02,13,6,35.836667
P00000542,Health & Beauty,Spring,2019,148.86,9,4,37.215000
P00000542,Health & Beauty,Summer,2019,363.88,22,11,33.080000
P00000542,Health & Beauty,Fall,2019,215.02,13,7,30.717143
P00000542,Health & Beauty,Winter,2019,99.24,6,3,33.080000
P00000542,Health & Beauty,Spring,2020,165.40,10,5,33.080000
P00000542,Health & Beauty,Summer,2020,132.32,8,4,33.080000
P00000542,Health & Beauty,Fall,2020,314.26,19,8,39.282500
P00000542,Health & Beauty,Winter,2020,297.72,18,7,42.531429
P00000642,Grocery,Spring,2015,1181.52,36,19,62.185263
P00000642,Grocery,Summer,2015,820.50,25,14,58.607143
P00000642,Grocery,Fall,2015,1411.26,43,21,67.202857
P00000642,Grocery,Winter,2015,1247.16,38,18,69.286667
P00000642,Grocery,Spring,2016,1542.54,47,23,67.066957
P00000642,Grocery,Summer,2016,1870.74,57,30,62.358000
P00000642,Grocery,Fall,2016,1411.26,43,20,70.563000
P00000642,Grocery,Winter,2016,1969.20,60,31,63.522581
P00000642,Grocery,Spring,2017,689.22,21,9,76.580000
P00000642,Grocery,Summer,2017,1181.52,36,17,69.501176
P00000642,Grocery,Fall,2017,1411.26,43,24,58.802500
P00000642,Grocery,Winter,2017,1115.88,34,17,65.640000
P00000642,Grocery,Spring,2018,1542.54,47,24,64.272500
P00000642,Grocery,Summer,2018,1706.64,52,27,63.208889
P00000642,Grocery,Fall,2018,1542.54,47,23,67.066957
P00000642,Grocery,Winter,2018,1476.90,45,23,64.213043
P00000642,Grocery,Spring,2019,1214.34,37,18,67.463333
P00000642,Grocery,Summer,2019,1575.36,48,23,68.493913
P00000642,Grocery,Fall,2019,1411.26,43,24,58.802500
P00000642,Grocery,Winter,2019,2034.84,62,29,70.166897
P00000642,Grocery,Spring,2020,1214.34,37,22,55.197273
P00000642,Grocery,Summer,2020,1148.70,35,15,76.580000
P00000642,Grocery,Fall,2020,984.60,30,17,57.917647
P00000642,Grocery,Winter,2020,1772.28,54,24,73.845000
P00000742,Health & Beauty,Spring,2015,1110.96,36,17,65.350588
P00000742,Health & Beauty,Summer,2015,678.92,22,10,67.892000
P00000742,Health & Beauty,Fall,2015,678.92,22,11,61.720000
P00000742,Health & Beauty,Winter,2015,1203.54,39,16,75.221250
P00000742,Health & Beauty,Spring,2016,740.64,24,11,67.330909
P00000742,Health & Beauty,Summer,2016,462.90,15,8,57.862500
P00000742,Health & Beauty,Fall,2016,987.52,32,17,58.089412
P00000742,Health & Beauty,Winter,2016,648.06,21,9,72.006667
P00000742,Health & Beauty,Spring,2017,524.62,17,8,65.577500
P00000742,Health & Beauty,Summer,2017,709.78,23,13,54.598462
P00000742,Health & Beauty,Fall,2017,246.88,8,3,82.293333
P00000742,Health & Beauty,Winter,2017,648.06,21,10,64.806000
P00000742,Health & Beauty,Spring,2018,586.34,19,7,83.762857
P00000742,Health & Beauty,Summer,2018,524.62,17,7,74.945714
P00000742,Health & Beauty,Fall,2018,401.18,13,7,57.311429
P00000742,Health & Beauty,Winter,2018,339.46,11,7,48.494286
P00000742,Health & Beauty,Spring,2019,802.36,26,14,57.311429
P00000742,Health & Beauty,Summer,2019,370.32,12,7,52.902857
P00000742,Health & Beauty,Fall,2019,925.80,30,14,66.128571
P00000742,Health & Beauty,Winter,2019,740.64,24,9,82.293333
P00000742,Health & Beauty,Spring,2020,678.92,22,12,56.576667
P00000742,Health & Beauty,Summer,2020,555.48,18,9,61.720000
P00000742,Health & Beauty,Fall,2020,277.74,9,7,39.677143
P00000742,Health & Beauty,Winter,2020,648.06,21,8,81.007500
P00000842,Electronics,Spring,2015,43.75,1,1,43.750000
P00000842,Electronics,Summer,2015,175.00,4,2,87.500000
P00000842,Electronics,Fall,2015,306.25,7,3,102.083333
P00000842,Electronics,Winter,2015,131.25,3,1,131.250000
P00000842,Electronics,Spring,2016,131.25,3,3,43.750000
P00000842,Electronics,Summer,2016,437.50,10,4,109.375000
P00000842,Electronics,Fall,2016,262.50,6,2,131.250000
P00000842,Electronics,Winter,2016,437.50,10,4,109.375000
P00000842,Electronics,Fall,2017,350.00,8,3,116.666667
P00000842,Electronics,Winter,2017,43.75,1,1,43.750000
P00000842,Electronics,Summer,2018,262.50,6,4,65.625000
P00000842,Electronics,Winter,2018,43.75,1,1,43.750000
P00000842,Electronics,Spring,2019,262.50,6,2,131.250000
P00000842,Electronics,Summer,2019,43.75,1,1,43.750000
P00000842,Electronics,Fall,2019,43.75,1,1,43.750000
P00000842,Electronics,Spring,2020,87.50,2,1,87.500000
P00000842,Electronics,Fall,2020,131.25,3,2,65.625000
P00000942,Grocery,Spring,2015,246.54,6,3,82.180000
P00000942,Grocery,Summer,2015,328.72,8,4,82.180000
P00000942,Grocery,Fall,2015,41.09,1,1,41.090000
P00000942,Grocery,Winter,2015,328.72,8,3,109.573333
P00000942,Grocery,Spring,2016,328.72,8,4,82.180000
P00000942,Grocery,Winter,2016,164.36,4,2,82.180000
P00000942,Grocery,Summer,2017,164.36,4,2,82.180000
P00000942,Grocery,Fall,2017,82.18,2,1,82.180000
P00000942,Grocery,Winter,2017,287.63,7,3,95.876667
P00000942,Grocery,Spring,2018,82.18,2,1,82.180000
P00000942,Grocery,Summer,2018,328.72,8,4,82.180000
P00000942,Grocery,Fall,2018,287.63,7,3,95.876667
P00000942,Grocery,Winter,2018,123.27,3,2,61.635000
P00000942,Grocery,Spring,2019,451.99,11,5,90.398000
P00000942,Grocery,Summer,2019,123.27,3,2,61.635000
P00000942,Grocery,Fall,2019,287.63,7,3,95.876667
P00000942,Grocery,Winter,2019,287.63,7,3,95.876667
P00000942,Grocery,Spring,2020,328.72,8,3,109.573333
P00000942,Grocery,Summer,2020,287.63,7,4,71.907500
P00000942,Grocery,Winter,2020,123.27,3,2,61.635000
P00001042,Grocery,Spring,2015,1653.12,41,21,78.720000
P00001042,Grocery,Summer,2015,1612.80,40,22,73.309091
P00001042,Grocery,Fall,2015,1491.84,37,19,78.517895
P00001042,Grocery,Winter,2015,1491.84,37,19,78.517895
P00001042,Grocery,Spring,2016,1895.04,47,24,78.960000
P00001042,Grocery,Summer,2016,2096.64,52,23,91.158261
P00001042,Grocery,Fall,2016,2580.48,64,31,83.241290
P00001042,Grocery,Winter,2016,1733.76,43,21,82.560000
P00001042,Grocery,Spring,2017,1975.68,49,23,85.899130
P00001042,Grocery,Summer,2017,1128.96,28,13,86.843077
P00001042,Grocery,Fall,2017,806.40,20,11,73.309091
P00001042,Grocery,Winter,2017,1612.80,40,22,73.309091
P00001042,Grocery,Spring,2018,2056.32,51,24,85.680000
P00001042,Grocery,Summer,2018,1653.12,41,22,75.141818
P00001042,Grocery,Fall,2018,1572.48,39,18,87.360000
P00001042,Grocery,Winter,2018,2016.00,50,26,77.538462
P00001042,Grocery,Spring,2019,1814.40,45,22,82.472727
P00001042,Grocery,Summer,2019,1693.44,42,21,80.640000
P00001042,Grocery,Fall,2019,2056.32,51,26,79.089231
P00001042,Grocery,Winter,2019,1733.76,43,25,69.350400
P00001042,Grocery,Spring,2020,1612.80,40,18,89.600000
P00001042,Grocery,Summer,2020,1491.84,37,21,71.040000
P00001042,Grocery,Fall,2020,1088.64,27,14,77.760000
P00001042,Grocery,Winter,2020,1532.16,38,17,90.127059
P00001142,Health & Beauty,Spring,2015,335.70,30,16,20.981250
P00001142,Health & Beauty,Summer,2015,570.69,51,29,19.678966
P00001142,Health & Beauty,Fall,2015,514.74,46,22,23.397273
P00001142,Health & Beauty,Winter,2015,447.60,40,19,23.557895
P00001142,Health & Beauty,Spring,2016,537.12,48,24,22.380000
P00001142,Health & Beauty,Summer,2016,436.41,39,20,21.820500
P00001142,Health & Beauty,Fall,2016,816.87,73,35,23.339143
P00001142,Health & Beauty,Winter,2016,604.26,54,25,24.170400
P00001142,Health & Beauty,Spring,2017,436.41,39,18,24.245000
P00001142,Health & Beauty,Summer,2017,525.93,47,24,21.913750
P00001142,Health & Beauty,Fall,2017,525.93,47,23,22.866522
P00001142,Health & Beauty,Winter,2017,559.50,50,25,22.380000
P00001142,Health & Beauty,Spring,2018,537.12,48,21,25.577143
P00001142,Health & Beauty,Summer,2018,268.56,24,13,20.658462
P00001142,Health & Beauty,Fall,2018,626.64,56,29,21.608276
P00001142,Health & Beauty,Winter,2018,391.65,35,19,20.613158
P00001142,Health & Beauty,Spring,2019,682.59,61,31,22.019032
P00001142,Health & Beauty,Summer,2019,514.74,46,21,24.511429
P00001142,Health & Beauty,Fall,2019,794.49,71,33,24.075455
P00001142,Health & Beauty,Winter,2019,570.69,51,27,21.136667
P00001142,Health & Beauty,Spring,2020,469.98,42,23,20.433913
P00001142,Health & Beauty,Summer,2020,794.49,71,34,23.367353
P00001142,Health & Beauty,Fall,2020,637.83,57,31,20.575161
P00001142,Health & Beauty,Winter,2020,313.32,28,16,19.582500
P00001242,Health & Beauty,Spring,2015,365.68,8,3,121.893333
P00001242,Health & Beauty,Summer,2015,319.97,7,3,106.656667
P00001242,Health & Beauty,Fall,2015,274.26,6,2,137.130000
P00001242,Health & Beauty,Winter,2015,319.97,7,3,106.656667
P00001242,Health & Beauty,Spring,2016,45.71,1,1,45.710000
P00001242,Health & Beauty,Summer,2016,411.39,9,6,68.565000
P00001242,Health & Beauty,Fall,2016,319.97,7,5,63.994000
P00001242,Health & Beauty,Winter,2016,365.68,8,4,91.420000
P00001242,Health & Beauty,Spring,2017,274.26,6,2,137.130000
P00001242,Health & Beauty,Summer,2017,548.52,12,5,109.704000
P00001242,Health & Beauty,Fall,2017,274.26,6,4,68.565000
P00001242,Health & Beauty,Winter,2017,319.97,7,4,79.992500
P00001242,Health & Beauty,Spring,2018,319.97,7,3,106.656667
P00001242,Health & Beauty,Summer,2018,457.10,10,6,76.183333
P00001242,Health & Beauty,Fall,2018,777.07,17,8,97.133750
P00001242,Health & Beauty,Winter,2018,137.13,3,1,137.130000
P00001242,Health & Beauty,Spring,2019,137.13,3,1,137.130000
P00001242,Health & Beauty,Summer,2019,777.07,17,10,77.707000
P00001242,Health & Beauty,Fall,2019,868.49,19,7,124.070000
P00001242,Health & Beauty,Winter,2019,91.42,2,2,45.710000
P00001242,Health & Beauty,Spring,2020,777.07,17,9,86.341111
P00001242,Health & Beauty,Summer,2020,457.10,10,4,114.275000
P00001242,Health & Beauty,Fall,2020,457.10,10,4,114.275000
P00001242,Health & Beauty,Winter,2020,274.26,6,3,91.420000
P00001342,Home & Kitchen,Spring,2015,377.20,10,4,94.300000
P00001342,Home & Kitchen,Summer,2015,377.20,10,4,94.300000
P00001342,Home & Kitchen,Fall,2015,377.20,10,4,94.300000
P00001342,Home & Kitchen,Winter,2015,37.72,1,1,37.720000
P00001342,Home & Kitchen,Spring,2016,37.72,1,1,37.720000
P00001342,Home & Kitchen,Summer,2016,414.92,11,4,103.730000
P00001342,Home & Kitchen,Fall,2016,226.32,6,3,75.440000
P00001342,Home & Kitchen,Winter,2016,226.32,6,3,75.440000
P00001342,Home & Kitchen,Summer,2017,188.60,5,3,62.866667
P00001342,Home & Kitchen,Fall,2017,75.44,2,1,75.440000
P00001342,Home & Kitchen,Winter,2017,188.60,5,3,62.866667
P00001342,Home & Kitchen,Spring,2018,226.32,6,3,75.440000
P00001342,Home & Kitchen,Summer,2018,150.88,4,2,75.440000
P00001342,Home & Kitchen,Fall,2018,113.16,3,2,56.580000
P00001342,Home & Kitchen,Winter,2018,414.92,11,5,82.984000
P00001342,Home & Kitchen,Spring,2019,301.76,8,5,60.352000
P00001342,Home & Kitchen,Summer,2019,150.88,4,2,75.440000
P00001342,Home & Kitchen,Spring,2020,188.60,5,2,94.300000
P00001342,Home & Kitchen,Summer,2020,264.04,7,3,88.013333
P00001342,Home & Kitchen,Fall,2020,264.04,7,4,66.010000
P00001342,Home & Kitchen,Winter,2020,188.60,5,3,62.866667
P00001442,Toys,Spring,2015,229.83,3,2,114.915000
P00001442,Toys,Summer,2015,995.93,13,6,165.988333
P00001442,Toys,Fall,2015,612.88,8,6,102.146667
P00001442,Toys,Winter,2015,1072.54,14,7,153.220000
P00001442,Toys,Spring,2016,612.88,8,3,204.293333
P00001442,Toys,Summer,2016,689.49,9,4,172.372500
P00001442,Toys,Fall,2016,995.93,13,5,199.186000
P00001442,Toys,Winter,2016,612.88,8,4,153.220000
P00001442,Toys,Spring,2017,766.10,10,5,153.220000
P00001442,Toys,Summer,2017,612.88,8,3,204.293333
P00001442,Toys,Fall,2017,229.83,3,1,229.830000
P00001442,Toys,Winter,2017,459.66,6,5,91.932000
P00001442,Toys,Spring,2018,459.66,6,3,153.220000
P00001442,Toys,Summer,2018,536.27,7,3,178.756667
P00001442,Toys,Fall,2018,995.93,13,6,165.988333
P00001442,Toys,Spring,2019,229.83,3,1,229.830000
P00001442,Toys,Summer,2019,306.44,4,3,102.146667
P00001442,Toys,Fall,2019,459.66,6,3,153.220000
P00001442,Toys,Winter,2019,459.66,6,4,114.915000
P00001442,Toys,Summer,2020,229.83,3,2,114.915000
P00001442,Toys,Fall,2020,612.88,8,5,122.576000
P00001442,Toys,Winter,2020,689.49,9,4,172.372500
P00001542,Grocery,Spring,2015,91.62,2,1,91.620000
P00001542,Grocery,Summer,2015,137.43,3,2,68.715000
P00001542,Grocery,Fall,2015,458.10,10,5,91.620000
P00001542,Grocery,Winter,2015,274.86,6,3,91.620000
P00001542,Grocery,Spring,2016,366.48,8,4,91.620000
P00001542,Grocery,Summer,2016,366.48,8,4,91.620000
P00001542,Grocery,Fall,2016,366.48,8,4,91.620000
P00001542,Grocery,Winter,2016,274.86,6,3,91.620000
P00001542,Grocery,Spring,2017,274.86,6,4,68.715000
P00001542,Grocery,Summer,2017,549.72,12,5,109.944000
P00001542,Grocery,Fall,2017,229.05,5,2,114.525000
P00001542,Grocery,Winter,2017,366.48,8,4,91.620000
P00001542,Grocery,Spring,2018,45.81,1,1,45.810000
P00001542,Grocery,Summer,2018,366.48,8,4,91.620000
P00001542,Grocery,Fall,2018,229.05,5,3,76.350000
P00001542,Grocery,Winter,2018,229.05,5,2,114.525000
P00001542,Grocery,Spring,2019,137.43,3,1,137.430000
P00001542,Grocery,Summer,2019,91.62,2,2,45.810000
P00001542,Grocery,Fall,2019,183.24,4,2,91.620000
P00001542,Grocery,Winter,2019,137.43,3,1,137.430000
P00001542,Grocery,Spring,2020,366.48,8,4,91.620000
P00001542,Grocery,Summer,2020,320.67,7,3,106.890000
P00001542,Grocery,Fall,2020,183.24,4,2,91.620000
P00001542,Grocery,Winter,2020,274.86,6,3,91.620000
P00001642,Toys,Spring,2015,521.42,31,18,28.967778
P00001642,Toys,Summer,2015,319.58,19,9,35.508889
P00001642,Toys,Fall,2015,605.52,36,19,31.869474
P00001642,Toys,Winter,2015,588.70,35,16,36.793750
P00001642,Toys,Spring,2016,605.52,36,17,35.618824
P00001642,Toys,Summer,2016,487.78,29,15,32.518667
P00001642,Toys,Fall,2016,370.04,22,10,37.004000
P00001642,Toys,Winter,2016,487.78,29,14,34.841429
P00001642,Toys,Spring,2017,521.42,31,14,37.244286
P00001642,Toys,Summer,2017,605.52,36,21,28.834286
P00001642,Toys,Fall,2017,538.24,32,15,35.882667
P00001642,Toys,Winter,2017,538.24,32,15,35.882667
P00001642,Toys,Spring,2018,437.32,26,15,29.154667
P00001642,Toys,Summer,2018,571.88,34,16,35.742500
P00001642,Toys,Fall,2018,487.78,29,13,37.521538
P00001642,Toys,Winter,2018,420.50,25,12,35.041667
P00001642,Toys,Spring,2019,571.88,34,20,28.594000
P00001642,Toys,Summer,2019,437.32,26,13,33.640000
P00001642,Toys,Fall,2019,302.76,18,10,30.276000
P00001642,Toys,Winter,2019,571.88,34,15,38.125333
P00001642,Toys,Spring,2020,655.98,39,18,36.443333
P00001642,Toys,Summer,2020,571.88,34,17,33.640000
P00001642,Toys,Fall,2020,302.76,18,12,25.230000
P00001642,Toys,Winter,2020,336.40,20,10,33.640000
P00001742,Toys,Spring,2015,1151.04,16,10,115.104000
P00001742,Toys,Summer,2015,3597.00,50,27,133.222222
P00001742,Toys,Fall,2015,3021.48,42,19,159.025263
P00001742,Toys,Winter,2015,3453.12,48,23,150.135652
P00001742,Toys,Spring,2016,2230.14,31,16,139.383750
P00001742,Toys,Summer,2016,2517.90,35,19,132.521053
P00001742,Toys,Fall,2016,2302.08,32,17,135.416471
P00001742,Toys,Winter,2016,2374.02,33,16,148.376250
P00001742,Toys,Spring,2017,2302.08,32,16,143.880000
P00001742,Toys,Summer,2017,2661.78,37,20,133.089000
P00001742,Toys,Fall,2017,2517.90,35,18,139.883333
P00001742,Toys,Winter,2017,2302.08,32,17,135.416471
P00001742,Toys,Spring,2018,2661.78,37,18,147.876667
P00001742,Toys,Summer,2018,3525.06,49,23,153.263478
P00001742,Toys,Fall,2018,3525.06,49,22,160.230000
P00001742,Toys,Winter,2018,4532.22,63,29,156.283448
P00001742,Toys,Spring,2019,1510.74,21,11,137.340000
P00001742,Toys,Summer,2019,3884.76,54,24,161.865000
P00001742,Toys,Fall,2019,2733.72,38,19,143.880000
P00001742,Toys,Winter,2019,2014.32,28,14,143.880000
P00001742,Toys,Spring,2020,3165.36,44,22,143.880000
P00001742,Toys,Summer,2020,3165.36,44,20,158.268000
P00001742,Toys,Fall,2020,2805.66,39,19,147.666316
P00001742,Toys,Winter,2020,2877.60,40,22,130.800000
P00001842,"Arts, Crafts & Sewing",Spring,2015,159.52,4,2,79.760000
P00001842,"Arts, Crafts & Sewing",Summer,2015,279.16,7,3,93.053333
P00001842,"Arts, Crafts & Sewing",Fall,2015,159.52,4,2,79.760000
P00001842,"Arts, Crafts & Sewing",Spring,2016,199.40,5,2,99.700000
P00001842,"Arts, Crafts & Sewing",Summer,2016,279.16,7,4,69.790000
P00001842,"Arts, Crafts & Sewing",Fall,2016,199.40,5,2,99.700000
P00001842,"Arts, Crafts & Sewing",Spring,2017,279.16,7,3,93.053333
P00001842,"Arts, Crafts & Sewing",Summer,2017,319.04,8,4,79.760000
P00001842,"Arts, Crafts & Sewing",Fall,2017,159.52,4,3,53.173333
P00001842,"Arts, Crafts & Sewing",Winter,2017,79.76,2,2,39.880000
P00001842,"Arts, Crafts & Sewing",Spring,2018,159.52,4,2,79.760000
P00001842,"Arts, Crafts & Sewing",Summer,2018,398.80,10,5,79.760000
P00001842,"Arts, Crafts & Sewing",Fall,2018,239.28,6,2,119.640000
P00001842,"Arts, Crafts & Sewing",Winter,2018,478.56,12,5,95.712000
P00001842,"Arts, Crafts & Sewing",Spring,2019,159.52,4,2,79.760000
P00001842,"Arts, Crafts & Sewing",Summer,2019,598.20,15,6,99.700000
P00001842,"Arts, Crafts & Sewing",Fall,2019,119.64,3,2,59.820000
P00001842,"Arts, Crafts & Sewing",Winter,2019,558.32,14,5,111.664000
P00001842,"Arts, Crafts & Sewing",Spring,2020,478.56,12,5,95.712000
P00001842,"Arts, Crafts & Sewing",Summer,2020,358.92,9,5,71.784000
P00001842,"Arts, Crafts & Sewing",Fall,2020,239.28,6,3,79.760000
P00001842,"Arts, Crafts & Sewing",Winter,2020,438.68,11,7,62.668571
P00001942,Health & Beauty,Spring,2015,802.72,16,7,114.674286
P00001942,Health & Beauty,Summer,2015,1605.44,32,15,107.029333
P00001942,Health & Beauty,Fall,2015,551.87,11,5,110.374000
P00001942,Health & Beauty,Winter,2015,1103.74,22,9,122.637778
P00001942,Health & Beauty,Spring,2016,903.06,18,10,90.306000
P00001942,Health & Beauty,Summer,2016,752.55,15,9,83.616667
P00001942,Health & Beauty,Fall,2016,702.38,14,6,117.063333
P00001942,Health & Beauty,Winter,2016,852.89,17,8,106.611250
P00001942,Health & Beauty,Spring,2017,1103.74,22,10,110.374000
P00001942,Health & Beauty,Summer,2017,852.89,17,10,85.289000
P00001942,Health & Beauty,Fall,2017,903.06,18,8,112.882500
P00001942,Health & Beauty,Winter,2017,1404.76,28,13,108.058462
P00001942,Health & Beauty,Spring,2018,802.72,16,8,100.340000
P00001942,Health & Beauty,Summer,2018,602.04,12,6,100.340000
P00001942,Health & Beauty,Fall,2018,953.23,19,8,119.153750
P00001942,Health & Beauty,Winter,2018,1454.93,29,14,103.923571
P00001942,Health & Beauty,Spring,2019,1003.40,20,12,83.616667
P00001942,Health & Beauty,Summer,2019,802.72,16,7,114.674286
