StoreName,SupplierName,Product_ID,Year,Total_Revenue,Total_Quantity
Electro Mart,Sony Corporation,P00059242,2017.0,444.40,8
Electro Mart,Sony Corporation,P00060942,2017.0,84.84,2
Electro Mart,Sony Corporation,P00061342,2017.0,78.82,14
Electro Mart,Sony Corporation,P00061542,2017.0,21.20,10
Electro Mart,Sony Corporation,P00063242,2017.0,225.60,3
Electro Mart,Sony Corporation,P00063442,2017.0,9.02,1
Electro Mart,Sony Corporation,P00063742,2017.0,15.05,1
Electro Mart,Sony Corporation,P00064642,2017.0,782.10,11
Electro Mart,Sony Corporation,P00066542,2017.0,773.01,21
Electro Mart,Sony Corporation,P00066942,2017.0,863.60,17
Electro Mart,Sony Corporation,P00067842,2017.0,4056.60,60
Electro Mart,Sony Corporation,P00067942,2017.0,730.84,121
Electro Mart,Sony Corporation,P00068842,2017.0,142.53,3
Electro Mart,Sony Corporation,P00069242,2017.0,5666.32,88
Electro Mart,Sony Corporation,P00070542,2017.0,2189.04,56
Electro Mart,Sony Corporation,P00072442,2017.0,2615.04,36
Electro Mart,Sony Corporation,P00072942,2017.0,425.70,33
Electro Mart,Sony Corporation,P00073642,2017.0,8929.76,136
Electro Mart,Sony Corporation,P00074342,2017.0,6637.02,134
Electro Mart,Sony Corporation,P00075442,2017.0,4625.28,66
Electro Mart,Sony Corporation,P00075642,2017.0,1606.73,31
Electro Mart,Sony Corporation,P00075742,2017.0,5191.80,85
Electro Mart,Sony Corporation,P00076142,2017.0,281.65,5
Electro Mart,Sony Corporation,P00076242,2017.0,9.04,1
Electro Mart,Sony Corporation,P00076442,2017.0,566.10,15
Electro Mart,Sony Corporation,P00076542,2017.0,1936.55,35
Electro Mart,Sony Corporation,P00079642,2017.0,378.16,29
Electro Mart,Sony Corporation,P00081542,2017.0,278.24,4
Electro Mart,Sony Corporation,P00083942,2017.0,6927.30,129
Electro Mart,Sony Corporation,P00084942,2017.0,4068.70,58
Electro Mart,Sony Corporation,P00085342,2017.0,6036.94,182
Electro Mart,Sony Corporation,P00085442,2017.0,2471.92,106
Electro Mart,Sony Corporation,P00085942,2017.0,17400.00,300
Electro Mart,Sony Corporation,P00086742,2017.0,221.10,11
Electro Mart,Sony Corporation,P00086942,2017.0,972.80,19
Electro Mart,Sony Corporation,P00087742,2017.0,264.55,5
Electro Mart,Sony Corporation,P00088042,2017.0,3306.03,91
Electro Mart,Sony Corporation,P00088442,2017.0,301.51,11
Electro Mart,Sony Corporation,P00088542,2017.0,1776.49,59
Electro Mart,Sony Corporation,P00089242,2017.0,1204.32,48
Electro Mart,Sony Corporation,P00089642,2017.0,560.56,13
Electro Mart,Sony Corporation,P00091642,2017.0,691.11,9
Electro Mart,Sony Corporation,P00093442,2017.0,298.90,10
Electro Mart,Sony Corporation,P00100442,2017.0,4439.01,237
Electro Mart,Sony Corporation,P00100542,2017.0,28.32,1
Electro Mart,Sony Corporation,P00100842,2017.0,1540.77,231
Electro Mart,Sony Corporation,P00101042,2017.0,1593.75,85
Electro Mart,Sony Corporation,P00101642,2017.0,133.41,3
Electro Mart,Sony Corporation,P00103142,2017.0,115.56,2
Electro Mart,Sony Corporation,P00103342,2017.0,3386.40,85
Electro Mart,Sony Corporation,P00104942,2017.0,1448.25,75
Electro Mart,Sony Corporation,P00105542,2017.0,980.80,20
Electro Mart,Sony Corporation,P00105942,2017.0,1017.48,61
Electro Mart,Sony Corporation,P00106742,2017.0,11387.58,159
Electro Mart,Sony Corporation,P00107142,2017.0,153.24,2
Electro Mart,Sony Corporation,P00110242,2017.0,1648.62,27
Electro Mart,Sony Corporation,P00112342,2017.0,8532.18,107
Electro Mart,Sony Corporation,P00113142,2017.0,3101.67,241
Electro Mart,Sony Corporation,P00113842,2017.0,1446.40,32
Electro Mart,Sony Corporation,P00114642,2017.0,1867.50,25
Electro Mart,Sony Corporation,P00114942,2017.0,11933.12,419
Electro Mart,Sony Corporation,P00115142,2017.0,13164.48,224
Electro Mart,Sony Corporation,P00121242,2017.0,3274.15,55
Electro Mart,Sony Corporation,P00124342,2017.0,1797.12,36
Electro Mart,Sony Corporation,P00125342,2017.0,6071.15,79
Electro Mart,Sony Corporation,P00125742,2017.0,186.55,35
Electro Mart,Sony Corporation,P00127442,2017.0,1115.40,195
Electro Mart,Sony Corporation,P00128242,2017.0,6139.80,135
Electro Mart,Sony Corporation,P00128942,2017.0,9338.16,292
Electro Mart,Sony Corporation,P00129942,2017.0,104.31,9
Electro Mart,Sony Corporation,P00130742,2017.0,14747.04,198
Electro Mart,Sony Corporation,P00131342,2017.0,1965.60,28
Electro Mart,Sony Corporation,P00131542,2017.0,2653.62,47
Electro Mart,Sony Corporation,P00131642,2017.0,98.08,2
Electro Mart,Sony Corporation,P00132842,2017.0,486.00,45
Electro Mart,Sony Corporation,P00134642,2017.0,1633.92,23
Electro Mart,Sony Corporation,P00134942,2017.0,4132.48,64
Electro Mart,Sony Corporation,P00136842,2017.0,735.12,36
Electro Mart,Sony Corporation,P00137542,2017.0,1970.00,50
Electro Mart,Sony Corporation,P00138042,2017.0,192.70,5
Electro Mart,Sony Corporation,P00138142,2017.0,88.38,2
Electro Mart,Sony Corporation,P00139942,2017.0,9880.91,221
Electro Mart,Sony Corporation,P00140542,2017.0,31.85,7
Electro Mart,Sony Corporation,P00142242,2017.0,1029.96,18
Electro Mart,Sony Corporation,P00142742,2017.0,1191.60,15
Electro Mart,Sony Corporation,P00143642,2017.0,886.58,97
Electro Mart,Sony Corporation,P00143742,2017.0,439.32,6
Electro Mart,Sony Corporation,P00143942,2017.0,126.81,3
Electro Mart,Sony Corporation,P00144042,2017.0,2395.50,75
Electro Mart,Sony Corporation,P00144442,2017.0,124.92,4
Electro Mart,Sony Corporation,P00145542,2017.0,139.89,3
Electro Mart,Sony Corporation,P00145842,2017.0,2853.90,42
Electro Mart,Sony Corporation,P00148542,2017.0,1363.45,55
Electro Mart,Sony Corporation,P00149542,2017.0,2940.96,48
Electro Mart,Sony Corporation,P00150442,2017.0,1113.33,17
Electro Mart,Sony Corporation,P00151242,2017.0,1414.50,41
Electro Mart,Sony Corporation,P00152242,2017.0,952.08,24
Electro Mart,Sony Corporation,P00152642,2017.0,228.06,3
Electro Mart,Sony Corporation,P00153042,2017.0,173.40,5
Electro Mart,Sony Corporation,P00154042,2017.0,11339.10,215
Electro Mart,Sony Corporation,P00154442,2017.0,1668.10,70
Electro Mart,Sony Corporation,P00154742,2017.0,1795.95,39
Electro Mart,Sony Corporation,P00155042,2017.0,50.10,15
Electro Mart,Sony Corporation,P00155242,2017.0,809.60,46
Electro Mart,Sony Corporation,P00157242,2017.0,48.48,1
Electro Mart,Sony Corporation,P00157342,2017.0,5675.04,84
Electro Mart,Sony Corporation,P00157642,2017.0,1410.00,141
Electro Mart,Sony Corporation,P00159542,2017.0,8776.90,158
Electro Mart,Sony Corporation,P00160542,2017.0,631.41,39
Electro Mart,Sony Corporation,P00160942,2017.0,2143.54,61
Electro Mart,Sony Corporation,P00161542,2017.0,1342.88,88
Electro Mart,Sony Corporation,P00162842,2017.0,7.50,1
Electro Mart,Sony Corporation,P00163342,2017.0,61.92,4
Electro Mart,Sony Corporation,P00163542,2017.0,92.88,27
Electro Mart,Sony Corporation,P00164042,2017.0,10.70,5
Electro Mart,Sony Corporation,P00164142,2017.0,635.90,10
Electro Mart,Sony Corporation,P00165842,2017.0,3444.48,72
Electro Mart,Sony Corporation,P00166142,2017.0,278.72,16
Electro Mart,Sony Corporation,P00166342,2017.0,1269.84,22
Electro Mart,Sony Corporation,P00167042,2017.0,139.18,2
Electro Mart,Sony Corporation,P00167142,2017.0,146.58,2
Electro Mart,Sony Corporation,P00167542,2017.0,1472.20,20
Electro Mart,Sony Corporation,P00167742,2017.0,478.35,15
Electro Mart,Sony Corporation,P00168842,2017.0,290.70,5
Electro Mart,Sony Corporation,P00169842,2017.0,82.78,2
Electro Mart,Sony Corporation,P00171442,2017.0,389.36,8
Electro Mart,Sony Corporation,P00172142,2017.0,80.43,21
Electro Mart,Sony Corporation,P00173142,2017.0,194.20,5
Electro Mart,Sony Corporation,P00174142,2017.0,4851.39,79
Electro Mart,Sony Corporation,P00174842,2017.0,2840.85,59
Electro Mart,Sony Corporation,P00175542,2017.0,613.30,10
Electro Mart,Sony Corporation,P00175842,2017.0,492.24,12
Electro Mart,Sony Corporation,P00177242,2017.0,1189.85,53
Electro Mart,Sony Corporation,P00178442,2017.0,2158.84,31
Electro Mart,Sony Corporation,P00178542,2017.0,1351.90,55
Electro Mart,Sony Corporation,P00179842,2017.0,196.00,28
Electro Mart,Sony Corporation,P00179942,2017.0,655.50,25
Electro Mart,Sony Corporation,P00180642,2017.0,911.68,28
Electro Mart,Sony Corporation,P00181042,2017.0,26.44,2
Electro Mart,Sony Corporation,P00181242,2017.0,2228.70,46
Electro Mart,Sony Corporation,P00181542,2017.0,3714.62,169
Electro Mart,Sony Corporation,P00181842,2017.0,1244.65,155
Electro Mart,Sony Corporation,P00183042,2017.0,2818.84,76
Electro Mart,Sony Corporation,P00183242,2017.0,898.56,216
Electro Mart,Sony Corporation,P00184142,2017.0,5791.95,183
Electro Mart,Sony Corporation,P00184242,2017.0,4224.48,156
Electro Mart,Sony Corporation,P00184342,2017.0,2498.04,36
Electro Mart,Sony Corporation,P00184542,2017.0,1675.96,22
Electro Mart,Sony Corporation,P00186242,2017.0,2180.15,35
Electro Mart,Sony Corporation,P00186542,2017.0,354.60,9
Electro Mart,Sony Corporation,P00187142,2017.0,867.46,11
Electro Mart,Sony Corporation,P00187242,2017.0,4026.96,51
Electro Mart,Sony Corporation,P00187842,2017.0,7945.92,124
Electro Mart,Sony Corporation,P00188042,2017.0,2283.93,33
Electro Mart,Sony Corporation,P00188542,2017.0,4143.52,76
Electro Mart,Sony Corporation,P00189642,2017.0,9909.78,129
Electro Mart,Sony Corporation,P00190142,2017.0,11487.15,201
Electro Mart,Sony Corporation,P00190442,2017.0,944.16,16
Electro Mart,Sony Corporation,P00192042,2017.0,870.10,226
Electro Mart,Sony Corporation,P00193442,2017.0,2968.29,43
Electro Mart,Sony Corporation,P00197842,2017.0,68.40,3
Electro Mart,Sony Corporation,P00198142,2017.0,4292.87,131
Electro Mart,Sony Corporation,P00198742,2017.0,7324.52,148
Electro Mart,Sony Corporation,P00198942,2017.0,1227.75,25
Electro Mart,Sony Corporation,P00200942,2017.0,147.00,4
Electro Mart,Sony Corporation,P00201142,2017.0,31.26,1
Electro Mart,Sony Corporation,P00201742,2017.0,469.63,7
Electro Mart,Sony Corporation,P00202142,2017.0,1221.00,37
Electro Mart,Sony Corporation,P00202342,2017.0,1353.94,19
Electro Mart,Sony Corporation,P00202442,2017.0,160.83,3
Electro Mart,Sony Corporation,P00202642,2017.0,37.20,6
Electro Mart,Sony Corporation,P00205642,2017.0,1473.25,83
Electro Mart,Sony Corporation,P00206742,2017.0,217.70,5
Electro Mart,Sony Corporation,P00207242,2017.0,1413.75,29
Electro Mart,Sony Corporation,P00207742,2017.0,696.32,32
Electro Mart,Sony Corporation,P00209642,2017.0,1718.92,49
Electro Mart,Sony Corporation,P00210642,2017.0,3529.98,81
Electro Mart,Sony Corporation,P00211042,2017.0,423.92,56
Electro Mart,Sony Corporation,P00211142,2017.0,13660.98,223
Electro Mart,Sony Corporation,P00212442,2017.0,1327.48,28
Electro Mart,Sony Corporation,P00213242,2017.0,11948.16,192
Electro Mart,Sony Corporation,P00214742,2017.0,6.09,3
Electro Mart,Sony Corporation,P00215542,2017.0,78.96,12
Electro Mart,Sony Corporation,P00216442,2017.0,128.55,15
Electro Mart,Sony Corporation,P00216942,2017.0,1284.75,25
Electro Mart,Sony Corporation,P00219442,2017.0,31.30,5
Electro Mart,Sony Corporation,P00219642,2017.0,258.75,5
Electro Mart,Sony Corporation,P00219842,2017.0,4132.56,67
Electro Mart,Sony Corporation,P00220142,2017.0,8176.65,151
Electro Mart,Sony Corporation,P00220242,2017.0,9097.88,124
Electro Mart,Sony Corporation,P00220342,2017.0,6794.40,240
Electro Mart,Sony Corporation,P00220442,2017.0,32309.76,448
Electro Mart,Sony Corporation,P00221742,2017.0,1928.82,93
Electro Mart,Sony Corporation,P00223042,2017.0,2045.94,43
Electro Mart,Sony Corporation,P00223442,2017.0,479.50,7
Electro Mart,Sony Corporation,P00224842,2017.0,4.52,2
Electro Mart,Sony Corporation,P00226442,2017.0,4300.56,66
Electro Mart,Sony Corporation,P00227042,2017.0,503.70,15
Electro Mart,Sony Corporation,P00228442,2017.0,3139.00,50
Electro Mart,Sony Corporation,P00230042,2017.0,95.40,2
Electro Mart,Sony Corporation,P00230342,2017.0,1392.58,58
Electro Mart,Sony Corporation,P00230542,2017.0,649.20,10
Electro Mart,Sony Corporation,P00231442,2017.0,475.65,9
Electro Mart,Sony Corporation,P00233342,2017.0,1173.75,125
Electro Mart,Sony Corporation,P00233542,2017.0,11971.68,196
Electro Mart,Sony Corporation,P00234042,2017.0,52.86,2
Electro Mart,Sony Corporation,P00234342,2017.0,645.48,9
Electro Mart,Sony Corporation,P00235542,2017.0,1213.12,34
Electro Mart,Sony Corporation,P00235842,2017.0,545.61,39
Electro Mart,Sony Corporation,P00235942,2017.0,821.60,20
Electro Mart,Sony Corporation,P00236942,2017.0,4126.70,58
Electro Mart,Sony Corporation,P00237342,2017.0,93.76,2
Electro Mart,Sony Corporation,P00237442,2017.0,731.09,29
Electro Mart,Sony Corporation,P00238542,2017.0,769.60,104
Electro Mart,Sony Corporation,P00239242,2017.0,330.56,8
Electro Mart,Sony Corporation,P00239342,2017.0,56.56,7
Electro Mart,Sony Corporation,P00240242,2017.0,260.44,68
Electro Mart,Sony Corporation,P00240642,2017.0,122.98,11
Electro Mart,Sony Corporation,P00241642,2017.0,10431.90,173
Electro Mart,Sony Corporation,P00241942,2017.0,322.02,6
Electro Mart,Sony Corporation,P00242542,2017.0,343.98,13
Electro Mart,Sony Corporation,P00242642,2017.0,330.72,8
Electro Mart,Sony Corporation,P00244542,2017.0,91.14,2
Electro Mart,Sony Corporation,P00245842,2017.0,248.40,9
Electro Mart,Sony Corporation,P00246142,2017.0,5556.52,106
Electro Mart,Sony Corporation,P00246842,2017.0,804.31,23
Electro Mart,Sony Corporation,P00246942,2017.0,1760.50,35
Electro Mart,Sony Corporation,P00247542,2017.0,360.39,41
Electro Mart,Sony Corporation,P00248342,2017.0,1891.73,101
Electro Mart,Sony Corporation,P00248642,2017.0,395.70,6
Electro Mart,Sony Corporation,P00248742,2017.0,4143.75,75
Electro Mart,Sony Corporation,P00252042,2017.0,457.32,111
Electro Mart,Sony Corporation,P00252142,2017.0,331.76,29
Electro Mart,Sony Corporation,P00252242,2017.0,1790.40,24
Electro Mart,Sony Corporation,P00252342,2017.0,308.49,7
Electro Mart,Sony Corporation,P00252642,2017.0,1910.40,32
Electro Mart,Sony Corporation,P00253042,2017.0,1299.78,83
Electro Mart,Sony Corporation,P00254142,2017.0,778.96,28
Electro Mart,Sony Corporation,P00255442,2017.0,45.15,5
Electro Mart,Sony Corporation,P00255542,2017.0,3988.08,72
Electro Mart,Sony Corporation,P00255842,2017.0,15012.54,486
Electro Mart,Sony Corporation,P00256242,2017.0,753.00,12
Electro Mart,Sony Corporation,P00261042,2017.0,119.97,3
Electro Mart,Sony Corporation,P00261442,2017.0,471.31,7
Electro Mart,Sony Corporation,P00261842,2017.0,3177.15,59
Electro Mart,Sony Corporation,P00263342,2017.0,107.76,3
Electro Mart,Sony Corporation,P00263442,2017.0,3519.60,60
Electro Mart,Sony Corporation,P00265042,2017.0,578.24,16
Electro Mart,Sony Corporation,P00267542,2017.0,6689.91,173
Electro Mart,Sony Corporation,P00270742,2017.0,87.85,5
Electro Mart,Sony Corporation,P00271142,2017.0,18178.02,294
Electro Mart,Sony Corporation,P00271342,2017.0,77.52,17
Electro Mart,Sony Corporation,P00272742,2017.0,37.60,1
Electro Mart,Sony Corporation,P00273642,2017.0,2039.76,36
Electro Mart,Sony Corporation,P00275242,2017.0,25.15,1
Electro Mart,Sony Corporation,P00275442,2017.0,69.20,4
Electro Mart,Sony Corporation,P00277042,2017.0,42.91,1
Electro Mart,Sony Corporation,P00279742,2017.0,97.44,8
Electro Mart,Sony Corporation,P00279942,2017.0,485.80,28
Electro Mart,Sony Corporation,P00280342,2017.0,1089.00,25
Electro Mart,Sony Corporation,P00281842,2017.0,1018.26,18
Electro Mart,Sony Corporation,P00283142,2017.0,941.32,101
Electro Mart,Sony Corporation,P00283842,2017.0,1265.56,29
Electro Mart,Sony Corporation,P00284742,2017.0,1768.80,44
Electro Mart,Sony Corporation,P00284842,2017.0,5997.42,78
Electro Mart,Sony Corporation,P00284942,2017.0,1451.76,24
Electro Mart,Sony Corporation,P00285342,2017.0,5469.80,70
Electro Mart,Sony Corporation,P00285642,2017.0,998.80,110
Electro Mart,Sony Corporation,P00286142,2017.0,615.90,15
Electro Mart,Sony Corporation,P00286442,2017.0,1200.01,31
Electro Mart,Sony Corporation,P00286642,2017.0,14397.80,193
Electro Mart,Sony Corporation,P00287142,2017.0,47.88,18
Electro Mart,Sony Corporation,P00287942,2017.0,135.25,25
Electro Mart,Sony Corporation,P00288342,2017.0,3519.44,74
Electro Mart,Sony Corporation,P00288742,2017.0,368.16,26
Electro Mart,Sony Corporation,P00289742,2017.0,460.94,19
Electro Mart,Sony Corporation,P00291142,2017.0,79.60,2
Electro Mart,Sony Corporation,P00291842,2017.0,83.43,3
Electro Mart,Sony Corporation,P00294642,2017.0,133.05,3
Electro Mart,Sony Corporation,P00295342,2017.0,2641.95,103
Electro Mart,Sony Corporation,P00295742,2017.0,5759.38,94
Electro Mart,Sony Corporation,P00296242,2017.0,6615.44,104
Electro Mart,Sony Corporation,P00296542,2017.0,1002.56,16
Electro Mart,Sony Corporation,P00297042,2017.0,3958.02,66
Electro Mart,Sony Corporation,P00297842,2017.0,2319.92,47
Electro Mart,Sony Corporation,P00298442,2017.0,2087.81,103
Electro Mart,Sony Corporation,P00298742,2017.0,1146.96,27
Electro Mart,Sony Corporation,P00298942,2017.0,989.76,48
Electro Mart,Sony Corporation,P00299042,2017.0,40.38,2
Electro Mart,Sony Corporation,P00299442,2017.0,2692.62,63
Electro Mart,Sony Corporation,P00299642,2017.0,83.07,9
Electro Mart,Sony Corporation,P00300542,2017.0,335.06,11
Electro Mart,Sony Corporation,P00301842,2017.0,235.62,7
Electro Mart,Sony Corporation,P00301942,2017.0,42.84,3
Electro Mart,Sony Corporation,P00302142,2017.0,498.24,72
Electro Mart,Sony Corporation,P00302542,2017.0,2643.12,36
Electro Mart,Sony Corporation,P00303042,2017.0,8814.96,189
Electro Mart,Sony Corporation,P00303142,2017.0,5906.40,92
Electro Mart,Sony Corporation,P00303242,2017.0,3990.64,166
Electro Mart,Sony Corporation,P00304442,2017.0,3139.06,83
Electro Mart,Sony Corporation,P00305142,2017.0,3282.93,81
Electro Mart,Sony Corporation,P00305842,2017.0,54.56,1
Electro Mart,Sony Corporation,P00306042,2017.0,4134.40,76
Electro Mart,Sony Corporation,P00307542,2017.0,7229.00,100
Electro Mart,Sony Corporation,P00308342,2017.0,325.19,31
Electro Mart,Sony Corporation,P00308442,2017.0,134.48,4
Electro Mart,Sony Corporation,P00308542,2017.0,399.35,5
Electro Mart,Sony Corporation,P00309542,2017.0,232.20,12
Electro Mart,Sony Corporation,P00310142,2017.0,962.61,33
Electro Mart,Sony Corporation,P00311742,2017.0,117.60,5
Electro Mart,Sony Corporation,P00313942,2017.0,301.38,6
Electro Mart,Sony Corporation,P00314742,2017.0,71.21,1
Electro Mart,Sony Corporation,P00314942,2017.0,11.27,1
Electro Mart,Sony Corporation,P00315142,2017.0,30.40,1
Electro Mart,Sony Corporation,P00315442,2017.0,2028.50,50
Electro Mart,Sony Corporation,P00316742,2017.0,4830.72,68
Electro Mart,Sony Corporation,P00316842,2017.0,1246.56,56
Electro Mart,Sony Corporation,P00318442,2017.0,403.04,8
Electro Mart,Sony Corporation,P00318542,2017.0,159.45,5
Electro Mart,Sony Corporation,P00319142,2017.0,359.70,33
Electro Mart,Sony Corporation,P00319242,2017.0,1572.00,24
Electro Mart,Sony Corporation,P00319642,2017.0,696.73,19
Electro Mart,Sony Corporation,P00320842,2017.0,1537.50,50
Electro Mart,Sony Corporation,P00321542,2017.0,450.63,9
Electro Mart,Sony Corporation,P00322942,2017.0,3349.32,57
Electro Mart,Sony Corporation,P00323842,2017.0,1534.26,21
Electro Mart,Sony Corporation,P00324942,2017.0,6403.20,276
Electro Mart,Sony Corporation,P00325242,2017.0,1250.44,43
Electro Mart,Sony Corporation,P00325742,2017.0,9989.76,129
Electro Mart,Sony Corporation,P00326042,2017.0,103.04,2
Electro Mart,Sony Corporation,P00326542,2017.0,293.04,9
Electro Mart,Sony Corporation,P00326642,2017.0,3142.80,45
Electro Mart,Sony Corporation,P00326742,2017.0,2528.84,191
Electro Mart,Sony Corporation,P00327142,2017.0,205.24,28
Electro Mart,Sony Corporation,P00328242,2017.0,130.60,4
Electro Mart,Sony Corporation,P00328342,2017.0,154.84,28
Electro Mart,Sony Corporation,P00329142,2017.0,81.14,2
Electro Mart,Sony Corporation,P00329342,2017.0,2985.08,49
Electro Mart,Sony Corporation,P00330542,2017.0,153.16,4
Electro Mart,Sony Corporation,P00331442,2017.0,20.95,5
Electro Mart,Sony Corporation,P00333042,2017.0,5409.30,73
Electro Mart,Sony Corporation,P00333742,2017.0,198.64,4
Electro Mart,Sony Corporation,P00335242,2017.0,1012.05,117
Electro Mart,Sony Corporation,P00335842,2017.0,378.14,7
Electro Mart,Sony Corporation,P00336342,2017.0,125.95,5
Electro Mart,Sony Corporation,P00337042,2017.0,107.08,2
Electro Mart,Sony Corporation,P00337842,2017.0,4640.46,66
Electro Mart,Sony Corporation,P00338042,2017.0,379.60,10
Electro Mart,Sony Corporation,P00338142,2017.0,717.53,11
Electro Mart,Sony Corporation,P00338442,2017.0,1083.15,249
Electro Mart,Sony Corporation,P00339042,2017.0,2589.50,50
Electro Mart,Sony Corporation,P00339342,2017.0,1451.60,76
Electro Mart,Sony Corporation,P00340342,2017.0,1213.38,21
Electro Mart,Sony Corporation,P00341242,2017.0,1381.21,37
Electro Mart,Sony Corporation,P00344542,2017.0,4752.30,105
Electro Mart,Sony Corporation,P00345242,2017.0,1151.68,32
Electro Mart,Sony Corporation,P00345942,2017.0,2378.80,38
Electro Mart,Sony Corporation,P00347042,2017.0,209.10,5
Electro Mart,Sony Corporation,P00348342,2017.0,372.05,35
